Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,CompanyAgeBand
43,No,Travel_Rarely,920,Research & Development,3,Life Sciences,Male,96,Research Director,Married,19740,18625,3,No,14,25,2,8,7,0,7,41–50,0–10
49,No,Travel_Rarely,1098,Research & Development,4,Medical,Male,85,Manager,Married,18711,12124,2,No,13,23,2,1,0,0,0,41–50,0–10
36,No,Travel_Frequently,469,Research & Development,3,Technical Degree,Male,46,Research Scientist,Married,3692,9256,1,No,12,12,2,11,10,0,7,31–40,11–20
48,No,Travel_Rarely,969,Research & Development,2,Technical Degree,Male,76,Laboratory Technician,Single,2559,16620,5,No,11,7,4,1,0,0,0,41–50,0–10
27,No,Travel_Rarely,1167,Research & Development,4,Life Sciences,Male,76,Research Scientist,Divorced,2517,3208,1,No,11,5,2,5,3,0,3,18–30,0–10
29,No,Travel_Rarely,1329,Research & Development,7,Life Sciences,Male,82,Healthcare Representative,Divorced,6623,4204,1,Yes,11,6,2,6,0,1,0,18–30,0–10
48,No,Travel_Rarely,715,Research & Development,1,Life Sciences,Male,76,Research Director,Single,18265,8733,6,No,12,25,3,1,0,0,0,41–50,0–10
29,No,Travel_Rarely,694,Research & Development,1,Life Sciences,Female,87,Research Director,Divorced,16124,3423,3,No,14,9,2,7,7,1,7,18–30,0–10
34,No,Travel_Rarely,1320,Research & Development,20,Technical Degree,Female,89,Research Scientist,Married,2585,21643,0,No,17,2,5,1,0,0,0,31–40,0–10
44,No,Travel_Rarely,1099,Sales,5,Marketing,Male,88,Manager,Married,18213,8751,7,No,11,26,5,22,9,3,10,41–50,21–30
33,No,Travel_Rarely,536,Sales,10,Marketing,Male,82,Sales Executive,Divorced,8380,21708,0,Yes,14,10,3,9,8,0,8,31–40,0–10
19,No,Travel_Rarely,265,Research & Development,25,Life Sciences,Female,57,Research Scientist,Single,2994,21221,1,Yes,12,1,2,1,0,0,1,18–30,0–10
23,No,Travel_Rarely,373,Research & Development,1,Life Sciences,Male,47,Research Scientist,Married,1223,16901,1,No,22,1,2,1,0,0,1,18–30,0–10
25,Yes,Travel_Frequently,599,Sales,24,Life Sciences,Male,73,Sales Representative,Single,1118,8040,1,Yes,14,1,4,1,0,1,0,18–30,0–10
26,No,Travel_Rarely,583,Research & Development,4,Life Sciences,Male,53,Research Scientist,Single,2875,9973,1,Yes,20,8,2,8,5,2,2,18–30,0–10
45,Yes,Travel_Rarely,1449,Sales,2,Marketing,Female,94,Manager,Single,18824,2493,2,Yes,16,26,2,24,10,1,11,41–50,21–30
55,No,Non-Travel,177,Research & Development,8,Medical,Male,37,Healthcare Representative,Divorced,13577,25592,1,Yes,15,34,3,33,9,15,0,51–60,31–40
21,Yes,Travel_Frequently,251,Research & Development,10,Life Sciences,Female,45,Laboratory Technician,Single,2625,25308,1,No,20,2,2,2,2,2,2,18–30,0–10
46,No,Travel_Rarely,168,Sales,4,Marketing,Female,33,Manager,Married,18789,9946,2,No,14,26,2,11,4,0,8,41–50,11–20
34,No,Travel_Rarely,131,Sales,2,Marketing,Female,86,Sales Executive,Single,4538,6039,0,Yes,12,4,3,3,2,0,2,31–40,0–10
51,No,Travel_Frequently,237,Sales,9,Life Sciences,Male,83,Manager,Divorced,19847,19196,4,Yes,24,31,5,29,10,11,10,51–60,21–30
59,No,Travel_Rarely,1429,Research & Development,18,Medical,Male,67,Manufacturing Director,Single,10512,20002,6,No,12,25,6,9,7,5,4,51–60,0–10
34,No,Travel_Frequently,135,Research & Development,19,Medical,Female,46,Laboratory Technician,Divorced,4444,22534,4,No,13,15,2,11,8,5,10,31–40,11–20
28,No,Travel_Frequently,791,Research & Development,1,Medical,Male,44,Laboratory Technician,Single,2154,6842,0,Yes,11,5,2,4,2,0,2,18–30,0–10
44,No,Travel_Rarely,1199,Research & Development,4,Life Sciences,Male,92,Manager,Divorced,19190,17477,1,No,14,26,4,25,9,14,13,41–50,21–30
34,No,Travel_Frequently,648,Human Resources,11,Life Sciences,Male,56,Human Resources,Married,4490,21833,4,No,11,14,5,10,9,1,8,31–40,0–10
35,No,Travel_Rarely,735,Research & Development,6,Life Sciences,Male,66,Research Scientist,Married,3506,6020,0,Yes,14,4,3,3,2,2,2,31–40,0–10
42,No,Travel_Rarely,603,Research & Development,7,Medical,Female,78,Research Scientist,Married,2372,5628,6,Yes,16,18,2,1,0,0,0,41–50,0–10
43,No,Travel_Rarely,531,Sales,4,Marketing,Female,56,Sales Executive,Single,10231,20364,3,No,14,23,3,21,7,15,17,41–50,21–30
36,No,Travel_Rarely,429,Research & Development,2,Life Sciences,Female,53,Manufacturing Director,Single,5410,2323,9,Yes,11,18,2,16,14,5,12,31–40,11–20
44,Yes,Travel_Rarely,621,Research & Development,15,Medical,Female,73,Healthcare Representative,Married,7978,14075,1,No,11,10,2,10,7,0,5,41–50,0–10
28,No,Travel_Frequently,193,Research & Development,2,Life Sciences,Male,52,Laboratory Technician,Married,3867,14222,1,Yes,12,2,2,2,2,2,2,18–30,0–10
51,No,Travel_Frequently,968,Research & Development,6,Medical,Female,40,Laboratory Technician,Single,2838,4257,0,No,14,8,6,7,0,7,7,51–60,0–10
30,No,Non-Travel,879,Research & Development,9,Medical,Female,72,Manufacturing Director,Single,4695,12858,7,Yes,18,10,3,8,4,1,7,18–30,0–10
29,Yes,Travel_Rarely,806,Research & Development,7,Technical Degree,Female,39,Laboratory Technician,Divorced,3339,17285,3,Yes,13,10,2,7,7,7,7,18–30,0–10
28,No,Travel_Rarely,640,Research & Development,1,Technical Degree,Male,84,Research Scientist,Single,2080,4732,2,No,11,5,2,3,2,1,2,18–30,0–10
25,No,Travel_Rarely,266,Research & Development,1,Medical,Female,40,Research Scientist,Single,2096,18830,1,No,18,2,3,2,2,2,1,18–30,0–10
32,No,Travel_Rarely,604,Sales,8,Medical,Male,56,Sales Executive,Married,6209,11693,1,No,15,10,4,10,7,0,8,31–40,0–10
45,No,Travel_Frequently,364,Research & Development,25,Medical,Female,83,Manager,Single,18061,13035,3,No,22,22,4,0,0,0,0,41–50,0
39,No,Travel_Rarely,412,Research & Development,13,Medical,Female,94,Manager,Divorced,17123,17334,6,Yes,13,21,4,19,9,15,2,31–40,11–20
58,No,Travel_Rarely,848,Research & Development,23,Life Sciences,Male,88,Research Scientist,Divorced,2372,26076,1,No,12,2,3,2,2,2,2,51–60,0–10
32,Yes,Travel_Rarely,1089,Research & Development,7,Life Sciences,Male,79,Laboratory Technician,Married,4883,22845,1,No,18,10,3,10,4,1,1,31–40,0–10
39,Yes,Travel_Rarely,360,Research & Development,23,Medical,Male,93,Research Scientist,Single,3904,22154,0,No,13,6,2,5,2,0,3,31–40,0–10
30,No,Travel_Rarely,1138,Research & Development,6,Technical Degree,Female,48,Laboratory Technician,Married,4627,23631,0,No,12,10,6,9,2,6,7,18–30,0–10
36,No,Travel_Rarely,325,Research & Development,10,Technical Degree,Female,63,Healthcare Representative,Married,7094,5747,3,No,12,10,0,7,7,1,7,31–40,0–10
46,No,Travel_Rarely,991,Human Resources,1,Life Sciences,Female,44,Human Resources,Single,3423,22957,6,No,12,10,3,7,6,5,7,41–50,0–10
28,No,Non-Travel,1476,Research & Development,1,Life Sciences,Female,55,Laboratory Technician,Married,6674,16392,0,No,11,10,6,9,8,7,5,18–30,0–10
50,No,Travel_Rarely,1322,Research & Development,28,Life Sciences,Female,43,Research Director,Married,16880,22422,4,Yes,11,25,2,3,2,1,2,41–50,0–10
40,Yes,Travel_Rarely,299,Sales,25,Marketing,Male,57,Sales Executive,Single,9094,17235,2,Yes,12,9,2,5,4,1,0,31–40,0–10
52,Yes,Travel_Rarely,1030,Sales,5,Life Sciences,Male,64,Sales Executive,Single,8446,21534,9,Yes,19,10,2,8,7,7,7,51–60,0–10
30,No,Travel_Rarely,634,Research & Development,17,Medical,Female,95,Manager,Married,11916,25927,1,Yes,23,9,2,9,1,0,8,18–30,0–10
39,No,Travel_Rarely,524,Research & Development,18,Life Sciences,Male,32,Manufacturing Director,Single,4534,13352,0,No,11,9,6,8,7,1,7,31–40,0–10
31,No,Non-Travel,587,Sales,2,Life Sciences,Female,57,Sales Executive,Divorced,9852,8935,1,Yes,19,10,5,10,8,9,6,31–40,0–10
41,No,Non-Travel,256,Sales,10,Medical,Male,40,Sales Executive,Single,6151,22074,1,No,13,19,4,19,2,11,9,41–50,11–20
31,Yes,Travel_Frequently,1060,Sales,1,Life Sciences,Female,54,Sales Representative,Single,2302,8319,1,Yes,11,3,2,3,2,2,2,31–40,0–10
44,Yes,Travel_Rarely,935,Research & Development,3,Life Sciences,Male,89,Laboratory Technician,Married,2362,14669,4,No,12,10,4,3,2,1,2,41–50,0–10
42,No,Non-Travel,495,Research & Development,2,Life Sciences,Male,37,Manager,Married,17861,26582,0,Yes,13,21,3,20,8,2,10,41–50,11–20
55,No,Travel_Rarely,282,Research & Development,2,Medical,Female,58,Manager,Married,19187,6992,4,No,14,23,5,19,9,9,11,51–60,11–20
56,No,Travel_Rarely,206,Human Resources,8,Life Sciences,Male,99,Manager,Single,19717,4022,6,No,14,36,4,7,3,7,7,51–60,0–10
40,No,Non-Travel,458,Research & Development,16,Life Sciences,Male,74,Research Scientist,Divorced,3544,8532,9,No,16,6,0,4,2,0,0,31–40,0–10
34,No,Travel_Rarely,943,Research & Development,9,Life Sciences,Male,86,Healthcare Representative,Divorced,8500,5494,0,No,11,10,0,9,7,1,6,31–40,0–10
40,No,Travel_Rarely,523,Research & Development,2,Life Sciences,Male,98,Research Scientist,Single,4661,22455,1,No,13,9,4,9,8,8,8,31–40,0–10
41,No,Travel_Frequently,1018,Sales,1,Marketing,Female,66,Sales Executive,Divorced,4103,4297,0,No,17,10,2,9,3,1,7,41–50,0–10
35,No,Travel_Frequently,482,Research & Development,4,Life Sciences,Male,87,Research Scientist,Single,4249,2690,1,Yes,11,9,3,9,6,1,1,31–40,0–10
51,No,Travel_Rarely,770,Human Resources,5,Life Sciences,Male,84,Manager,Divorced,14026,17588,1,Yes,11,33,2,33,9,0,10,51–60,31–40
38,No,Travel_Rarely,1009,Sales,2,Life Sciences,Female,31,Sales Executive,Divorced,6893,19461,3,No,15,11,3,7,7,1,7,31–40,0–10
34,No,Travel_Rarely,507,Sales,15,Medical,Female,66,Sales Executive,Single,6125,23553,1,No,12,10,6,10,8,9,6,31–40,0–10
25,No,Travel_Rarely,882,Research & Development,19,Medical,Male,67,Laboratory Technician,Married,3669,9075,3,No,11,7,6,3,2,1,2,18–30,0–10
58,Yes,Travel_Rarely,601,Research & Development,7,Medical,Female,53,Manufacturing Director,Married,10008,12023,7,Yes,14,31,0,10,9,5,9,51–60,0–10
40,No,Travel_Rarely,329,Research & Development,1,Life Sciences,Male,88,Laboratory Technician,Married,2387,6762,3,No,22,7,3,4,2,0,3,31–40,0–10
36,No,Travel_Frequently,607,Sales,7,Marketing,Female,83,Sales Executive,Married,4639,2261,2,No,16,17,2,15,7,6,13,31–40,11–20
48,No,Travel_Rarely,855,Research & Development,4,Life Sciences,Male,54,Manufacturing Director,Single,7898,18706,1,No,11,11,2,10,9,0,8,41–50,0–10
27,No,Travel_Rarely,1291,Sales,11,Medical,Female,98,Sales Representative,Married,2534,6527,8,No,14,5,4,1,0,0,0,18–30,0–10
51,No,Travel_Rarely,1405,Research & Development,11,Technical Degree,Female,82,Manufacturing Director,Single,13142,24439,3,No,16,29,1,5,2,0,3,51–60,0–10
18,No,Non-Travel,1124,Research & Development,1,Life Sciences,Female,97,Laboratory Technician,Single,1611,19305,1,No,15,0,5,0,0,0,0,0,0
35,No,Travel_Rarely,817,Research & Development,1,Medical,Female,60,Laboratory Technician,Married,5363,10846,0,No,12,10,0,9,7,0,0,31–40,0–10
27,No,Travel_Frequently,793,Sales,2,Life Sciences,Male,43,Sales Executive,Single,5071,20392,3,No,20,8,3,6,2,0,0,18–30,0–10
55,Yes,Travel_Rarely,267,Sales,13,Marketing,Male,85,Sales Executive,Single,13695,9277,6,Yes,17,24,2,19,7,3,8,51–60,11–20
56,No,Travel_Rarely,1369,Research & Development,23,Life Sciences,Male,68,Manufacturing Director,Married,13402,18235,4,Yes,12,33,0,19,16,15,9,51–60,11–20
34,No,Non-Travel,999,Research & Development,26,Technical Degree,Female,92,Research Scientist,Divorced,2029,15891,1,No,20,5,2,5,4,0,0,31–40,0–10
40,No,Travel_Rarely,1202,Research & Development,2,Medical,Female,89,Healthcare Representative,Divorced,6377,13888,5,No,20,15,0,12,11,11,8,31–40,11–20
34,No,Travel_Rarely,285,Research & Development,29,Medical,Male,86,Laboratory Technician,Married,5429,17491,4,No,13,10,1,8,7,7,7,31–40,0–10
31,Yes,Travel_Frequently,703,Sales,2,Life Sciences,Female,90,Sales Representative,Single,2785,11882,7,No,14,3,3,1,0,0,0,31–40,0–10
35,Yes,Travel_Frequently,662,Sales,18,Marketing,Female,67,Sales Executive,Married,4614,23288,0,Yes,18,5,0,4,2,3,2,31–40,0–10
38,No,Travel_Frequently,693,Research & Development,7,Life Sciences,Male,57,Research Scientist,Divorced,2610,15748,1,No,11,4,2,4,2,0,3,31–40,0–10
34,No,Travel_Rarely,404,Research & Development,2,Technical Degree,Female,98,Healthcare Representative,Single,6687,6163,1,No,11,14,2,14,11,4,11,31–40,11–20
28,No,Travel_Rarely,736,Sales,26,Life Sciences,Male,48,Sales Executive,Married,4724,24232,1,No,11,5,0,5,3,0,4,18–30,0–10
31,Yes,Travel_Rarely,330,Research & Development,22,Medical,Male,98,Manufacturing Director,Married,6179,21057,1,Yes,15,10,3,10,2,6,7,31–40,0–10
39,No,Travel_Rarely,1498,Sales,21,Life Sciences,Male,44,Sales Executive,Married,6120,3567,3,Yes,12,8,2,5,4,1,4,31–40,0–10
51,No,Travel_Frequently,541,Sales,2,Marketing,Male,52,Sales Executive,Married,10596,15395,2,No,11,14,5,4,2,3,2,51–60,0–10
41,No,Travel_Frequently,1200,Research & Development,22,Life Sciences,Female,75,Research Scientist,Divorced,5467,13953,3,Yes,14,12,4,6,2,3,3,41–50,0–10
37,No,Travel_Rarely,1439,Research & Development,4,Life Sciences,Male,54,Research Scientist,Married,2996,5182,7,Yes,15,8,2,6,4,1,3,31–40,0–10
33,No,Travel_Frequently,1111,Sales,5,Life Sciences,Male,61,Sales Executive,Married,9998,19293,6,No,13,8,2,5,4,1,2,31–40,0–10
32,No,Travel_Rarely,499,Sales,2,Marketing,Male,36,Sales Executive,Married,4078,20497,0,Yes,13,4,3,3,2,1,2,31–40,0–10
39,No,Non-Travel,1485,Research & Development,25,Life Sciences,Male,71,Healthcare Representative,Married,10920,3449,3,No,21,13,2,6,4,0,5,31–40,0–10
25,No,Travel_Rarely,1372,Sales,18,Life Sciences,Male,93,Sales Executive,Married,6232,12477,2,No,11,6,3,3,2,1,2,18–30,0–10
52,No,Travel_Frequently,322,Research & Development,28,Medical,Female,59,Manufacturing Director,Married,13247,9731,2,Yes,11,24,3,5,3,0,2,51–60,0–10
43,No,Travel_Rarely,930,Research & Development,6,Medical,Female,73,Research Scientist,Single,4081,20003,1,Yes,14,20,3,20,7,1,8,41–50,11–20
27,No,Travel_Rarely,205,Sales,10,Marketing,Female,98,Sales Executive,Married,5769,7100,1,Yes,11,6,3,6,2,4,4,18–30,0–10
27,Yes,Travel_Rarely,135,Research & Development,17,Life Sciences,Female,51,Research Scientist,Single,2394,25681,1,Yes,13,8,2,8,2,7,7,18–30,0–10
26,No,Travel_Rarely,683,Research & Development,2,Medical,Male,36,Research Scientist,Single,3904,4050,0,No,12,5,2,4,3,1,1,18–30,0–10
42,No,Travel_Rarely,1147,Human Resources,10,Human Resources,Female,31,Manager,Married,16799,16616,0,No,14,21,5,20,7,0,9,41–50,11–20
52,No,Travel_Rarely,258,Research & Development,8,Other,Female,54,Laboratory Technician,Married,2950,17363,9,No,13,12,2,5,4,0,4,51–60,0–10
37,No,Travel_Rarely,1462,Research & Development,11,Medical,Female,94,Laboratory Technician,Single,3629,19106,4,No,18,8,6,3,2,0,2,31–40,0–10
35,No,Travel_Frequently,200,Research & Development,18,Life Sciences,Male,60,Manufacturing Director,Single,9362,19944,2,No,11,10,2,2,2,2,2,31–40,0–10
25,No,Travel_Rarely,949,Research & Development,1,Technical Degree,Male,81,Laboratory Technician,Married,3229,4910,4,No,11,7,2,3,2,0,2,18–30,0–10
26,No,Travel_Rarely,652,Research & Development,7,Other,Male,100,Laboratory Technician,Single,3578,23577,0,No,12,8,2,7,7,0,7,18–30,0–10
29,No,Travel_Rarely,332,Human Resources,17,Other,Male,51,Human Resources,Single,7988,9769,1,No,13,10,3,10,9,0,9,18–30,0–10
49,Yes,Travel_Frequently,1475,Research & Development,28,Life Sciences,Male,97,Laboratory Technician,Single,4284,22710,3,No,20,20,2,4,3,1,3,41–50,0–10
29,Yes,Travel_Frequently,337,Research & Development,14,Other,Female,84,Healthcare Representative,Single,7553,22930,0,Yes,12,9,1,8,7,7,7,18–30,0–10
54,No,Travel_Rarely,971,Research & Development,1,Medical,Female,54,Research Director,Single,17328,5652,6,No,19,29,3,20,7,12,7,51–60,11–20
58,No,Travel_Rarely,1055,Research & Development,1,Medical,Female,76,Research Director,Married,19701,22456,3,Yes,21,32,3,9,8,1,5,51–60,0–10
55,No,Travel_Rarely,1136,Research & Development,1,Medical,Male,81,Research Director,Divorced,14732,12414,2,No,13,31,4,7,7,0,0,51–60,0–10
36,No,Travel_Rarely,1174,Sales,3,Marketing,Female,99,Sales Executive,Single,9278,20763,3,Yes,16,15,3,5,4,0,1,31–40,0–10
31,Yes,Travel_Frequently,667,Sales,1,Life Sciences,Female,50,Sales Representative,Single,1359,16154,1,No,12,1,3,1,0,0,0,31–40,0–10
30,No,Travel_Rarely,855,Sales,7,Marketing,Female,73,Sales Executive,Divorced,4779,12761,7,No,14,8,3,3,2,0,2,18–30,0–10
31,No,Travel_Rarely,182,Research & Development,8,Life Sciences,Female,93,Research Director,Single,16422,8847,3,No,11,9,3,3,2,1,0,31–40,0–10
34,No,Travel_Frequently,560,Research & Development,1,Other,Male,91,Research Scientist,Divorced,2996,20284,5,No,14,10,2,4,3,1,3,31–40,0–10
31,Yes,Travel_Rarely,202,Research & Development,8,Life Sciences,Female,34,Research Scientist,Single,1261,22262,1,No,12,1,3,1,0,0,0,31–40,0–10
27,No,Travel_Rarely,1377,Research & Development,11,Life Sciences,Male,91,Laboratory Technician,Married,2099,7679,0,No,14,6,3,5,0,1,4,18–30,0–10
36,No,Travel_Rarely,172,Research & Development,4,Life Sciences,Male,37,Laboratory Technician,Single,5810,22604,1,No,16,10,2,10,4,1,8,31–40,0–10
36,No,Travel_Rarely,329,Sales,16,Marketing,Female,98,Sales Executive,Married,5647,13494,4,No,13,11,3,3,2,0,2,31–40,0–10
47,No,Travel_Rarely,465,Research & Development,1,Technical Degree,Male,74,Research Scientist,Married,3420,10205,7,No,12,17,2,6,5,1,2,41–50,0–10
25,Yes,Travel_Rarely,383,Sales,9,Life Sciences,Male,68,Sales Representative,Married,4400,15182,3,No,12,6,2,3,2,2,2,18–30,0–10
37,No,Non-Travel,1413,Research & Development,5,Technical Degree,Male,84,Laboratory Technician,Single,3500,25470,0,No,14,7,2,6,5,1,3,31–40,0–10
56,No,Travel_Rarely,1255,Research & Development,1,Life Sciences,Female,90,Research Scientist,Married,2066,10494,2,No,22,5,3,3,2,1,0,51–60,0–10
47,No,Travel_Rarely,359,Research & Development,2,Medical,Female,82,Research Director,Married,17169,26703,3,No,19,26,2,20,17,5,6,41–50,11–20
24,No,Travel_Rarely,1476,Sales,4,Medical,Female,42,Sales Executive,Married,4162,15211,1,Yes,12,5,3,5,4,0,3,18–30,0–10
32,No,Travel_Rarely,601,Sales,7,Marketing,Male,97,Sales Executive,Married,9204,23343,4,No,12,7,3,4,3,0,3,31–40,0–10
34,No,Travel_Rarely,401,Research & Development,1,Life Sciences,Female,86,Laboratory Technician,Married,3294,3708,5,No,17,7,2,5,4,0,2,31–40,0–10
41,No,Travel_Rarely,1283,Research & Development,5,Medical,Male,90,Research Scientist,Married,2127,5561,2,Yes,12,7,5,4,2,0,3,41–50,0–10
40,No,Non-Travel,663,Research & Development,9,Other,Male,81,Laboratory Technician,Divorced,3975,23099,3,No,11,11,2,8,7,0,7,31–40,0–10
31,No,Travel_Rarely,326,Sales,8,Life Sciences,Male,31,Sales Executive,Divorced,10793,8386,1,No,18,13,5,13,7,9,9,31–40,11–20
46,Yes,Travel_Rarely,377,Sales,9,Marketing,Male,52,Sales Executive,Divorced,10096,15986,4,No,11,28,1,7,7,4,3,41–50,0–10
39,Yes,Non-Travel,592,Research & Development,2,Life Sciences,Female,54,Laboratory Technician,Single,3646,17181,2,Yes,23,11,2,1,0,0,0,31–40,0–10
31,Yes,Travel_Frequently,1445,Research & Development,1,Life Sciences,Female,100,Manufacturing Director,Single,7446,8931,1,No,11,10,2,10,8,4,7,31–40,0–10
45,No,Travel_Rarely,1038,Research & Development,20,Medical,Male,95,Healthcare Representative,Divorced,10851,19863,2,Yes,18,24,2,7,7,0,7,41–50,0–10
31,No,Travel_Rarely,1398,Human Resources,8,Medical,Female,96,Human Resources,Single,2109,24609,9,No,18,8,3,3,2,0,2,31–40,0–10
31,Yes,Travel_Frequently,523,Research & Development,2,Life Sciences,Male,94,Laboratory Technician,Married,3722,21081,6,Yes,13,7,2,2,2,2,2,31–40,0–10
45,No,Travel_Rarely,1448,Research & Development,29,Technical Degree,Male,55,Manufacturing Director,Married,9380,14720,4,Yes,18,10,4,3,1,1,2,41–50,0–10
48,No,Travel_Rarely,1221,Sales,7,Marketing,Male,96,Sales Executive,Divorced,5486,24795,4,No,11,15,3,2,2,2,2,41–50,0–10
34,Yes,Travel_Rarely,1107,Human Resources,9,Technical Degree,Female,52,Human Resources,Married,2742,3072,1,No,15,2,0,2,2,2,2,31–40,0–10
40,No,Non-Travel,218,Research & Development,8,Medical,Male,55,Research Director,Divorced,13757,25178,2,No,11,16,5,9,8,4,8,31–40,0–10
